next,productId,year,month,units,avg,count,max,min,prev,price,color,size,shape,agram,bgram,ygram,zgram
19,1257,2017,6,180,30,6,120,12,21,1.25,blue-red,pocket,spot,bag,,,
48,1257,2017,7,19,6,3,14,1,180,1.25,blue-red,pocket,spot,bag,,,
8,1257,2017,8,48,12,4,12,12,19,1.25,blue-red,pocket,spot,bag,,,
18,1257,2017,9,8,2,3,5,1,48,1.25,blue-red,pocket,spot,bag,,,
114,1257,2017,10,18,9,2,12,6,8,1.25,blue-red,pocket,spot,bag,,,
16,1258,2017,2,14,7,2,12,2,3,1.25,brown-pink,pocket,spot,bag,,,paisely
12,1258,2017,3,16,8,2,12,4,14,1.25,brown-pink,pocket,spot,bag,,,paisely
24,1258,2017,4,12,12,1,12,12,16,1.25,brown-pink,pocket,spot,bag,,,paisely
48,1258,2017,5,24,24,1,24,24,12,1.25,brown-pink,pocket,spot,bag,,,paisely
3,1258,2017,6,48,12,4,12,12,24,1.25,brown-pink,pocket,spot,bag,,,paisely
10,1258,2017,7,3,1,2,2,1,48,1.25,brown-pink,pocket,spot,bag,,,paisely
7,1258,2017,9,10,2,4,5,1,3,1.25,brown-pink,pocket,spot,bag,,,paisely
39,1258,2017,10,7,2,3,4,1,10,1.25,brown-pink,pocket,spot,bag,,,paisely
42,1259,2017,2,32,2,11,6,2,17,5.95,yellow,,birds,easter,,,tree
14,1259,2017,3,42,2,15,6,1,32,5.95,yellow,,birds,easter,,,tree
2,1259,2017,4,14,2,5,4,2,42,5.95,yellow,,birds,easter,,,tree
15,1260,2017,1,7,1,5,2,1,2,12.75,,,,egg,,,house
12,1260,2017,2,15,2,7,4,1,7,12.75,,,,egg,,,house
10,1260,2017,3,12,2,6,3,1,15,12.75,,,,egg,,,house
3,1260,2017,4,10,1,7,2,1,12,12.75,,,,egg,,,house
5,1260,2017,5,3,1,2,2,1,10,12.75,,,,egg,,,house
5,1260,2017,6,5,1,3,2,1,3,12.75,,,,egg,,,house
4,1260,2017,7,5,1,4,2,1,5,12.75,,,,egg,,,house
8,1260,2017,8,4,1,4,1,1,5,12.75,,,,egg,,,house
15,1260,2017,9,8,1,6,2,1,4,12.75,,,,egg,,,house
19,1260,2017,10,15,2,6,4,1,8,12.75,,,,egg,,,house
24,1261,2017,1,25,2,11,4,1,17,7.95,,,,egg,,,house
42,1261,2017,2,24,2,11,6,1,25,7.95,,,,egg,,,house
37,1261,2017,3,42,2,15,8,1,24,7.95,,,,egg,,,house
18,1261,2017,4,37,4,9,12,1,42,7.95,,,,egg,,,house
10,1261,2017,5,18,2,7,6,1,37,7.95,,,,egg,,,house
15,1261,2017,6,10,3,3,4,2,18,7.95,,,,egg,,,house
13,1261,2017,7,15,2,6,6,1,10,7.95,,,,egg,,,house
11,1261,2017,8,13,2,6,4,1,15,7.95,,,,egg,,,house
23,1261,2017,9,11,2,5,4,1,13,7.95,,,,egg,,,house
17,1261,2017,10,23,2,9,8,1,11,7.95,,,,egg,,,house
164,1262,2017,1,84,10,8,24,2,24,1.65,,,,hen,,,house
273,1262,2017,2,164,11,14,36,1,84,1.65,,,,hen,,,house
84,1262,2017,3,273,15,18,49,2,164,1.65,,,,hen,,,house
29,1262,2017,4,84,9,9,24,2,273,1.65,,,,hen,,,house
37,1262,2017,5,29,9,3,12,5,84,1.65,,,,hen,,,house
29,1262,2017,6,37,9,4,12,1,29,1.65,,,,hen,,,house
6,1262,2017,7,29,14,2,24,5,37,1.65,,,,hen,,,house
42,1262,2017,8,6,6,1,6,6,29,1.65,,,,hen,,,house
75,1262,2017,9,42,10,4,12,6,6,1.65,,,,hen,,,house
42,1262,2017,10,75,18,4,60,1,42,1.65,,,,hen,,,house
125,1263,2017,1,108,10,10,24,2,39,1.65,,,,hanging,hen,,nest
256,1263,2017,2,125,13,9,36,1,108,1.65,,,,hanging,hen,,nest
99,1263,2017,3,256,13,19,39,2,125,1.65,,,,hanging,hen,,nest
23,1263,2017,4,99,11,9,24,3,256,1.65,,,,hanging,hen,,nest
12,1263,2017,5,23,7,3,12,2,99,1.65,,,,hanging,hen,,nest
29,1263,2017,6,12,12,1,12,12,23,1.65,,,,hanging,hen,,nest
25,1263,2017,7,29,14,2,24,5,12,1.65,,,,hanging,hen,,nest
72,1263,2017,8,25,8,3,12,1,29,1.65,,,,hanging,hen,,nest
13,1263,2017,9,72,24,3,48,12,25,1.65,,,,hanging,hen,,nest
21,1263,2017,10,13,6,2,12,1,72,1.65,,,,hanging,hen,,nest
109,1264,2017,1,64,10,6,24,1,2,0.39,,,rabbit,wobbly,,,
111,1264,2017,2,109,18,6,24,12,64,0.39,,,rabbit,wobbly,,,
77,1264,2017,3,111,9,12,24,1,109,0.39,,,rabbit,wobbly,,,
97,1264,2017,4,77,8,9,24,2,111,0.39,,,rabbit,wobbly,,,
125,1264,2017,6,97,24,4,48,1,77,0.39,,,rabbit,wobbly,,,
184,1264,2017,7,125,31,4,48,24,97,0.39,,,rabbit,wobbly,,,
17,1264,2017,8,184,30,6,96,1,125,0.39,,,rabbit,wobbly,,,
204,1264,2017,9,17,8,2,12,5,184,0.39,,,rabbit,wobbly,,,
60,1264,2017,10,204,22,9,120,1,17,0.39,,,rabbit,wobbly,,,
124,1265,2017,2,18,6,3,12,2,63,0.39,,,chicken,wobbly,,,
66,1265,2017,3,124,12,10,26,2,18,0.39,,,chicken,wobbly,,,
145,1265,2017,4,66,13,5,24,5,124,0.39,,,chicken,wobbly,,,
98,1265,2017,6,145,29,5,48,1,66,0.39,,,chicken,wobbly,,,
10,1265,2017,7,98,19,5,24,2,145,0.39,,,chicken,wobbly,,,
12,1265,2017,8,10,10,1,10,10,98,0.39,,,chicken,wobbly,,,
147,1265,2017,9,12,12,1,12,12,10,0.39,,,chicken,wobbly,,,
66,1265,2017,10,147,36,4,120,1,12,0.39,,,chicken,wobbly,,,
208,1266,2017,2,79,15,5,24,1,56,1.25,,,rabbit,hanging,,,
57,1266,2017,3,208,17,12,48,2,79,1.25,,,rabbit,hanging,,,
1,1266,2017,4,57,11,5,24,1,208,1.25,,,rabbit,hanging,,,
18,1266,2017,7,1,1,1,1,1,57,1.25,,,rabbit,hanging,,,
3,1266,2017,8,18,9,2,12,6,1,1.25,,,rabbit,hanging,,,
11,1267,2017,3,72,8,9,24,1,8,1.25,,,chicken,hanging,,,
6,1267,2017,4,11,3,3,8,1,72,1.25,,,chicken,hanging,,,
1,1267,2017,8,6,6,1,6,6,11,1.25,,,chicken,hanging,,,
209,1268,2017,1,151,16,9,52,2,72,1.45,cream,,,hanging,,,chick
455,1268,2017,2,209,26,8,74,3,151,1.45,cream,,,hanging,,,chick
125,1268,2017,3,455,26,17,56,1,209,1.45,cream,,,hanging,,,chick
42,1268,2017,4,125,12,10,53,1,455,1.45,cream,,,hanging,,,chick
34,1268,2017,5,42,8,5,24,3,125,1.45,cream,,,hanging,,,chick
60,1268,2017,6,34,8,4,24,2,42,1.45,cream,,,hanging,,,chick
38,1268,2017,7,60,20,3,24,12,34,1.45,cream,,,hanging,,,chick
54,1268,2017,8,38,19,2,24,14,60,1.45,cream,,,hanging,,,chick
2,1268,2017,9,54,18,3,24,6,38,1.45,cream,,,hanging,,,chick
443,1269,2017,1,63,7,8,24,3,5,1.45,yellow,,,hanging,,,chick
296,1269,2017,2,443,49,9,312,1,63,1.45,yellow,,,hanging,,,chick
156,1269,2017,3,296,16,18,50,1,443,1.45,yellow,,,hanging,,,chick
28,1269,2017,4,156,13,12,51,1,296,1.45,yellow,,,hanging,,,chick
25,1269,2017,5,28,14,2,24,4,156,1.45,yellow,,,hanging,,,chick
8,1269,2017,6,25,12,2,24,1,28,1.45,yellow,,,hanging,,,chick
24,1269,2017,7,8,4,2,4,4,25,1.45,yellow,,,hanging,,,chick
28,1269,2017,8,24,24,1,24,24,8,1.45,yellow,,,hanging,,,chick
3,1269,2017,9,28,7,4,24,1,24,1.45,yellow,,,hanging,,,chick
9,1269,2017,10,3,3,1,3,3,28,1.45,yellow,,,hanging,,,chick
252,1270,2017,2,75,15,5,24,1,46,1.45,green,,,hanging,,,chick
126,1270,2017,3,252,15,16,30,2,75,1.45,green,,,hanging,,,chick
65,1270,2017,4,126,11,11,32,1,252,1.45,green,,,hanging,,,chick
59,1270,2017,5,65,10,6,25,2,126,1.45,green,,,hanging,,,chick
48,1270,2017,6,59,11,5,48,1,65,1.45,green,,,hanging,,,chick
76,1270,2017,7,48,12,4,32,2,59,1.45,green,,,hanging,,,chick
35,1270,2017,8,76,19,4,24,4,48,1.45,green,,,hanging,,,chick
7,1270,2017,9,35,11,3,24,3,76,1.45,green,,,hanging,,,chick
8,1270,2017,10,7,3,2,4,3,35,1.45,green,,,hanging,,,chick
304,1271,2017,1,300,20,15,74,4,568,1.25,,small,heart,filigree,,,dove
370,1271,2017,2,304,23,13,84,1,300,1.25,,small,heart,filigree,,,dove
564,1271,2017,3,370,28,13,174,1,304,1.25,,small,heart,filigree,,,dove
708,1271,2017,4,564,33,17,96,2,370,1.25,,small,heart,filigree,,,dove
223,1271,2017,5,708,59,12,360,1,564,1.25,,small,heart,filigree,,,dove
274,1271,2017,6,223,24,9,48,3,708,1.25,,small,heart,filigree,,,dove
323,1271,2017,7,274,27,10,72,4,223,1.25,,small,heart,filigree,,,dove
872,1271,2017,8,323,32,10,96,2,274,1.25,,small,heart,filigree,,,dove
425,1271,2017,9,872,51,17,288,3,323,1.25,,small,heart,filigree,,,dove
410,1271,2017,10,425,28,15,120,1,872,1.25,,small,heart,filigree,,,dove
180,1272,2017,1,160,12,13,36,2,363,1.65,,,heart,filigree,,,dove
132,1272,2017,2,180,15,12,36,1,160,1.65,,,heart,filigree,,,dove
241,1272,2017,3,132,9,14,24,1,180,1.65,,,heart,filigree,,,dove
486,1272,2017,4,241,18,13,48,2,132,1.65,,,heart,filigree,,,dove
70,1272,2017,5,486,37,13,264,3,241,1.65,,,heart,filigree,,,dove
140,1272,2017,6,70,14,5,36,4,486,1.65,,,heart,filigree,,,dove
133,1272,2017,7,140,14,10,24,4,70,1.65,,,heart,filigree,,,dove
275,1272,2017,8,133,13,10,26,2,140,1.65,,,heart,filigree,,,dove
183,1272,2017,9,275,18,15,48,1,133,1.65,,,heart,filigree,,,dove
328,1272,2017,10,183,18,10,53,1,275,1.65,,,heart,filigree,,,dove
268,1273,2017,1,194,13,14,27,2,225,1.65,ivory,,heart,trellis,,,
253,1273,2017,2,268,14,18,36,1,194,1.65,ivory,,heart,trellis,,,
298,1273,2017,3,253,14,18,36,3,268,1.65,ivory,,heart,trellis,,,
410,1273,2017,4,298,17,17,48,1,253,1.65,ivory,,heart,trellis,,,
200,1273,2017,5,410,31,13,252,1,298,1.65,ivory,,heart,trellis,,,
402,1273,2017,6,200,15,13,46,1,410,1.65,ivory,,heart,trellis,,,
205,1273,2017,7,402,40,10,243,10,200,1.65,ivory,,heart,trellis,,,
229,1273,2017,8,205,17,12,55,12,402,1.65,ivory,,heart,trellis,,,
128,1273,2017,9,229,14,16,36,2,205,1.65,ivory,,heart,trellis,,,
197,1273,2017,10,128,12,10,38,1,229,1.65,ivory,,heart,trellis,,,
179,1274,2017,1,257,23,11,96,1,316,1.25,ivory,small,heart,trellis,,,
415,1274,2017,2,179,16,11,60,2,257,1.25,ivory,small,heart,trellis,,,
242,1274,2017,3,415,41,10,289,2,179,1.25,ivory,small,heart,trellis,,,
707,1274,2017,4,242,16,15,48,1,415,1.25,ivory,small,heart,trellis,,,
142,1274,2017,5,707,50,14,360,1,242,1.25,ivory,small,heart,trellis,,,
182,1274,2017,6,142,20,7,56,1,707,1.25,ivory,small,heart,trellis,,,
476,1274,2017,7,182,22,8,72,6,142,1.25,ivory,small,heart,trellis,,,
272,1274,2017,8,476,34,14,84,6,182,1.25,ivory,small,heart,trellis,,,
295,1274,2017,9,272,20,13,48,4,476,1.25,ivory,small,heart,trellis,,,
297,1274,2017,10,295,24,12,75,1,272,1.25,ivory,small,heart,trellis,,,
96,1275,2017,1,24,24,1,24,24,169,0.39,light,,pig,keyring,,,sound
24,1275,2017,2,96,32,3,48,24,24,0.39,light,,pig,keyring,,,sound
48,1275,2017,3,24,24,1,24,24,96,0.39,light,,pig,keyring,,,sound
24,1275,2017,4,48,24,2,24,24,24,0.39,light,,pig,keyring,,,sound
24,1275,2017,5,24,24,1,24,24,48,0.39,light,,pig,keyring,,,sound
24,1275,2017,7,24,24,1,24,24,24,0.39,light,,pig,keyring,,,sound
113,1275,2017,9,24,24,1,24,24,24,0.39,light,,pig,keyring,,,sound
241,1275,2017,10,113,22,5,48,1,24,0.39,light,,pig,keyring,,,sound
92,1276,2017,1,104,10,10,24,2,103,2.55,,,dog,coffee,mug,,ball
74,1276,2017,2,92,15,6,36,6,104,2.55,,,dog,coffee,mug,,ball
102,1276,2017,3,74,9,8,24,4,92,2.55,,,dog,coffee,mug,,ball
91,1276,2017,4,102,17,6,36,6,74,2.55,,,dog,coffee,mug,,ball
44,1276,2017,5,91,15,6,36,6,102,2.55,,,dog,coffee,mug,,ball
48,1276,2017,6,44,7,6,12,2,91,2.55,,,dog,coffee,mug,,ball
53,1276,2017,7,48,8,6,12,6,44,2.55,,,dog,coffee,mug,,ball
62,1276,2017,8,53,6,8,15,2,48,2.55,,,dog,coffee,mug,,ball
95,1276,2017,9,62,7,8,12,6,53,2.55,,,dog,coffee,mug,,ball
515,1276,2017,10,95,9,10,18,1,62,2.55,,,dog,coffee,mug,,ball
152,1277,2017,1,104,9,11,24,6,134,2.55,,,bird-cat,coffee,,,mug
259,1277,2017,2,152,19,8,48,6,104,2.55,,,bird-cat,coffee,,,mug
100,1277,2017,3,259,18,14,144,2,152,2.55,,,bird-cat,coffee,,,mug
187,1277,2017,4,100,14,7,24,6,259,2.55,,,bird-cat,coffee,,,mug
50,1277,2017,5,187,18,10,72,1,100,2.55,,,bird-cat,coffee,,,mug
120,1277,2017,6,50,7,7,12,2,187,2.55,,,bird-cat,coffee,,,mug
143,1277,2017,7,120,20,6,72,6,50,2.55,,,bird-cat,coffee,,,mug
182,1277,2017,8,143,14,10,51,6,120,2.55,,,bird-cat,coffee,,,mug
92,1277,2017,9,182,16,11,96,2,143,2.55,,,bird-cat,coffee,,,mug
520,1277,2017,10,92,9,10,20,1,182,2.55,,,bird-cat,coffee,,,mug
189,1278,2017,1,168,11,15,42,6,96,2.55,,,pears,coffee,,,mug
279,1278,2017,2,189,14,13,36,3,168,2.55,,,pears,coffee,,,mug
107,1278,2017,3,279,17,16,48,6,189,2.55,,,pears,coffee,,,mug
204,1278,2017,4,107,11,9,36,3,279,2.55,,,pears,coffee,,,mug
81,1278,2017,5,204,20,10,54,6,107,2.55,,,pears,coffee,,,mug
109,1278,2017,6,81,10,8,48,1,204,2.55,,,pears,coffee,,,mug
126,1278,2017,7,109,13,8,42,6,81,2.55,,,pears,coffee,,,mug
118,1278,2017,8,126,10,12,36,2,109,2.55,,,pears,coffee,,,mug
166,1278,2017,9,118,8,14,24,2,126,2.55,,,pears,coffee,,,mug
585,1278,2017,10,166,15,11,72,4,118,2.55,,,pears,coffee,,,mug
315,1279,2017,1,258,15,17,36,2,54,2.55,,,apples,coffee,,,mug
289,1279,2017,2,315,24,13,108,3,258,2.55,,,apples,coffee,,,mug
173,1279,2017,3,289,16,18,43,6,315,2.55,,,apples,coffee,,,mug
256,1279,2017,4,173,13,13,36,3,289,2.55,,,apples,coffee,,,mug
150,1279,2017,5,256,14,18,36,6,173,2.55,,,apples,coffee,,,mug
169,1279,2017,6,150,16,9,48,6,256,2.55,,,apples,coffee,,,mug
110,1279,2017,7,169,12,14,42,1,150,2.55,,,apples,coffee,,,mug
104,1279,2017,8,110,9,12,24,2,169,2.55,,,apples,coffee,,,mug
199,1279,2017,9,104,8,12,24,6,110,2.55,,,apples,coffee,,,mug
626,1279,2017,10,199,15,13,72,5,104,2.55,,,apples,coffee,,,mug
8,1280,2017,1,12,12,1,12,12,40,2.1,blue,,,coffee,,,mug
27,1280,2017,2,8,4,2,6,2,12,2.1,blue,,,coffee,,,mug
36,1280,2017,3,27,5,5,12,1,8,2.1,blue,,,coffee,,,mug
12,1280,2017,4,36,9,4,12,6,27,2.1,blue,,,coffee,,,mug
20,1280,2017,5,12,6,2,6,6,36,2.1,blue,,,coffee,,,mug
16,1280,2017,6,20,6,3,8,6,12,2.1,blue,,,coffee,,,mug
40,1280,2017,7,16,5,3,7,3,20,2.1,blue,,,coffee,,,mug
26,1280,2017,8,40,8,5,24,2,16,2.1,blue,,,coffee,,,mug
465,1280,2017,9,26,5,5,12,1,40,2.1,blue,,,coffee,,,mug
14,1281,2017,1,222,111,2,216,6,24,2.55,pink,,,coffee,,,mug
236,1281,2017,2,14,4,3,6,2,222,2.55,pink,,,coffee,,,mug
54,1281,2017,3,236,47,5,216,1,14,2.55,pink,,,coffee,,,mug
30,1281,2017,4,54,9,6,12,6,236,2.55,pink,,,coffee,,,mug
18,1281,2017,5,30,7,4,12,6,54,2.55,pink,,,coffee,,,mug
22,1281,2017,6,18,6,3,6,6,30,2.55,pink,,,coffee,,,mug
8,1281,2017,7,22,5,4,7,3,18,2.55,pink,,,coffee,,,mug
8,1281,2017,8,8,4,2,6,2,22,2.55,pink,,,coffee,,,mug
13,1281,2017,9,8,2,3,6,1,8,2.55,pink,,,coffee,,,mug
23,1281,2017,10,13,6,2,12,1,8,2.55,pink,,,coffee,,,mug
6,1282,2017,2,12,12,1,12,12,46,1.06,silver,,china,mug,bone,tree,life
1,1282,2017,3,6,6,1,6,6,12,1.06,silver,,china,mug,bone,tree,life
14,1282,2017,7,1,1,1,1,1,6,1.06,silver,,china,mug,bone,tree,life
240,1282,2017,8,14,4,3,6,2,1,1.06,silver,,china,mug,bone,tree,life
342,1282,2017,9,240,26,9,60,6,14,1.06,silver,,china,mug,bone,tree,life
367,1282,2017,10,342,19,18,60,2,240,1.06,silver,,china,mug,bone,tree,life
186,1283,2017,8,24,24,1,24,24,25,1.06,gold,,china,mug,bone,tree,life
149,1283,2017,9,186,26,7,48,6,24,1.06,gold,,china,mug,bone,tree,life
256,1283,2017,10,149,9,15,30,2,186,1.06,gold,,china,mug,bone,tree,life
3,1284,2017,1,13,4,3,6,1,6,2.55,blue,,,tea,cosy,,stripe
9,1284,2017,2,3,1,2,2,1,13,2.55,blue,,,tea,cosy,,stripe
4,1284,2017,3,9,4,2,6,3,3,2.55,blue,,,tea,cosy,,stripe
57,1284,2017,4,4,1,3,2,1,9,2.55,blue,,,tea,cosy,,stripe
5,1284,2017,6,57,19,3,50,1,4,2.55,blue,,,tea,cosy,,stripe
1,1284,2017,7,5,1,4,2,1,57,2.55,blue,,,tea,cosy,,stripe
9,1284,2017,8,1,1,1,1,1,5,2.55,blue,,,tea,cosy,,stripe
5,1284,2017,9,9,3,3,6,1,1,2.55,blue,,,tea,cosy,,stripe
28,1284,2017,10,5,1,4,2,1,9,2.55,blue,,,tea,cosy,,stripe
6,1285,2017,1,19,4,4,6,1,6,2.55,red,,,tea,cosy,,stripe
25,1285,2017,2,6,1,4,2,1,19,2.55,red,,,tea,cosy,,stripe
6,1285,2017,3,25,6,4,12,1,6,2.55,red,,,tea,cosy,,stripe
12,1285,2017,4,6,3,2,4,2,25,2.55,red,,,tea,cosy,,stripe
1,1285,2017,6,12,6,2,6,6,6,2.55,red,,,tea,cosy,,stripe
20,1285,2017,7,1,1,1,1,1,12,2.55,red,,,tea,cosy,,stripe
124,1285,2017,8,20,5,4,7,1,1,2.55,red,,,tea,cosy,,stripe
24,1285,2017,9,124,15,8,51,1,20,2.55,red,,,tea,cosy,,stripe
42,1285,2017,10,24,3,8,8,1,124,2.55,red,,,tea,cosy,,stripe
50,1286,2017,1,25,8,3,18,1,112,1.65,ivory,,,mug,,,cosy
12,1286,2017,2,50,50,1,50,50,25,1.65,ivory,,,mug,,,cosy
2,1286,2017,3,12,6,2,6,6,50,1.65,ivory,,,mug,,,cosy
39,1286,2017,6,2,1,2,1,1,12,1.65,ivory,,,mug,,,cosy
45,1286,2017,7,39,7,5,24,1,2,1.65,ivory,,,mug,,,cosy
21,1286,2017,9,45,11,4,36,1,39,1.65,ivory,,,mug,,,cosy
215,1286,2017,10,21,3,6,12,1,45,1.65,ivory,,,mug,,,cosy
10,1287,2017,1,42,4,9,8,1,36,2.55,black-silver,,warmer,office,,,mug
12,1287,2017,2,10,5,2,8,2,42,2.55,black-silver,,warmer,office,,,mug
14,1287,2017,3,12,2,6,6,1,10,2.55,black-silver,,warmer,office,,,mug
7,1287,2017,4,14,3,4,6,1,12,2.55,black-silver,,warmer,office,,,mug
112,1287,2017,5,7,1,4,3,1,14,2.55,black-silver,,warmer,office,,,mug
16,1287,2017,6,112,22,5,96,1,7,2.55,black-silver,,warmer,office,,,mug
15,1287,2017,7,16,4,4,6,2,112,2.55,black-silver,,warmer,office,,,mug
153,1287,2017,8,15,5,3,6,3,16,2.55,black-silver,,warmer,office,,,mug
70,1287,2017,9,153,19,8,122,2,15,2.55,black-silver,,warmer,office,,,mug
402,1287,2017,10,70,8,8,30,1,153,2.55,black-silver,,warmer,office,,,mug
1,1288,2017,1,67,6,11,18,1,120,2.95,,,polkadot-warmer,office,,,mug
18,1288,2017,2,1,1,1,1,1,67,2.95,,,polkadot-warmer,office,,,mug
12,1288,2017,3,18,3,6,6,1,1,2.95,,,polkadot-warmer,office,,,mug
8,1288,2017,4,12,4,3,6,1,18,2.95,,,polkadot-warmer,office,,,mug
17,1288,2017,5,8,2,3,6,1,12,2.95,,,polkadot-warmer,office,,,mug
12,1288,2017,6,17,5,3,12,1,8,2.95,,,polkadot-warmer,office,,,mug
20,1288,2017,7,12,12,1,12,12,17,2.95,,,polkadot-warmer,office,,,mug
25,1288,2017,8,20,5,4,6,2,12,2.95,,,polkadot-warmer,office,,,mug
36,1288,2017,9,25,5,5,12,1,20,2.95,,,polkadot-warmer,office,,,mug
108,1288,2017,10,36,4,8,14,1,25,2.95,,,polkadot-warmer,office,,,mug
3,1289,2017,1,71,11,6,24,5,65,1.25,pink,,warmer,office,,,mug
13,1289,2017,2,3,1,2,2,1,71,1.25,pink,,warmer,office,,,mug
7,1289,2017,3,13,4,3,6,1,3,1.25,pink,,warmer,office,,,mug
2,1289,2017,4,7,3,2,6,1,13,1.25,pink,,warmer,office,,,mug
16,1289,2017,5,2,1,2,1,1,7,1.25,pink,,warmer,office,,,mug
8,1289,2017,6,16,8,2,12,4,2,1.25,pink,,warmer,office,,,mug
11,1289,2017,7,8,4,2,6,2,16,1.25,pink,,warmer,office,,,mug
6,1289,2017,8,11,3,3,6,2,8,1.25,pink,,warmer,office,,,mug
283,1289,2017,9,6,6,1,6,6,11,1.25,pink,,warmer,office,,,mug
39,1289,2017,10,283,47,6,255,1,6,1.25,pink,,warmer,office,,,mug
1,1290,2017,1,43,5,8,12,2,142,1.25,blue-choc,,warmer,office,,,mug
21,1290,2017,2,1,1,1,1,1,43,1.25,blue-choc,,warmer,office,,,mug
13,1290,2017,3,21,3,6,6,1,1,1.25,blue-choc,,warmer,office,,,mug
8,1290,2017,4,13,6,2,12,1,21,1.25,blue-choc,,warmer,office,,,mug
14,1290,2017,5,8,2,3,6,1,13,1.25,blue-choc,,warmer,office,,,mug
16,1290,2017,6,14,7,2,12,2,8,1.25,blue-choc,,warmer,office,,,mug
20,1290,2017,7,16,5,3,6,4,14,1.25,blue-choc,,warmer,office,,,mug
16,1290,2017,8,20,5,4,6,3,16,1.25,blue-choc,,warmer,office,,,mug
67,1290,2017,9,16,4,4,6,1,20,1.25,blue-choc,,warmer,office,,,mug
40,1290,2017,10,67,5,12,18,1,16,1.25,blue-choc,,warmer,office,,,mug
45,1291,2017,1,72,9,8,24,1,72,1.25,red-white,,,bendy,,,straws
29,1291,2017,2,45,5,8,13,1,72,1.25,red-white,,,bendy,,,straws
110,1291,2017,3,29,4,6,13,1,45,1.25,red-white,,,bendy,,,straws
34,1291,2017,4,110,27,4,96,1,29,1.25,red-white,,,bendy,,,straws
26,1291,2017,5,34,3,10,12,1,110,1.25,red-white,,,bendy,,,straws
84,1291,2017,6,26,3,8,13,1,34,1.25,red-white,,,bendy,,,straws
116,1291,2017,7,84,7,11,60,1,26,1.25,red-white,,,bendy,,,straws
99,1291,2017,8,116,16,7,96,1,84,1.25,red-white,,,bendy,,,straws
29,1291,2017,9,99,19,5,72,1,116,1.25,red-white,,,bendy,,,straws
42,1291,2017,10,29,4,7,12,1,99,1.25,red-white,,,bendy,,,straws
2,1292,2017,1,14,7,2,12,2,40,1.25,,,skull,bendy,,,straws
15,1292,2017,2,2,1,2,1,1,14,1.25,,,skull,bendy,,,straws
194,1292,2017,3,15,7,2,12,3,2,1.25,,,skull,bendy,,,straws
218,1292,2017,4,194,64,3,192,1,15,1.25,,,skull,bendy,,,straws
17,1292,2017,5,218,43,5,192,1,194,1.25,,,skull,bendy,,,straws
4,1292,2017,6,17,5,3,12,2,218,1.25,,,skull,bendy,,,straws
102,1292,2017,7,4,1,4,1,1,17,1.25,,,skull,bendy,,,straws
2,1292,2017,8,102,20,5,96,1,4,1.25,,,skull,bendy,,,straws
27,1292,2017,9,2,1,2,1,1,102,1.25,,,skull,bendy,,,straws
30,1293,2017,2,30,10,3,12,6,18,5.79,,,cats,hanging,,,
18,1293,2017,3,30,4,7,12,1,30,5.79,,,cats,hanging,,,
8,1293,2017,4,18,9,2,12,6,30,5.79,,,cats,hanging,,,
8,1293,2017,5,8,2,3,6,1,18,5.79,,,cats,hanging,,,
13,1293,2017,6,8,2,3,6,1,8,5.79,,,cats,hanging,,,
7,1293,2017,7,13,4,3,6,1,8,5.79,,,cats,hanging,,,
7,1293,2017,8,7,3,2,6,1,13,5.79,,,cats,hanging,,,
19,1293,2017,9,7,3,2,6,1,7,5.79,,,cats,hanging,,,
8,1293,2017,10,19,2,7,6,1,7,5.79,,,cats,hanging,,,
42,1294,2017,1,57,6,9,12,1,41,2.95,,,heart,hanging,,,
52,1294,2017,2,42,5,8,9,1,57,2.95,,,heart,hanging,,,
34,1294,2017,3,52,5,10,18,1,42,2.95,,,heart,hanging,,,
19,1294,2017,4,34,8,4,16,6,52,2.95,,,heart,hanging,,,
42,1294,2017,5,19,6,3,7,6,34,2.95,,,heart,hanging,,,
21,1294,2017,6,42,5,8,12,1,19,2.95,,,heart,hanging,,,
21,1294,2017,7,21,5,4,12,1,42,2.95,,,heart,hanging,,,
17,1294,2017,8,21,4,5,6,1,21,2.95,,,heart,hanging,,,
38,1294,2017,9,17,5,3,13,1,21,2.95,,,heart,hanging,,,
10,1294,2017,10,38,4,9,12,1,17,2.95,,,heart,hanging,,,
48,1295,2017,1,48,16,3,24,12,84,0.19,,,,hairclips,forties,,fabric
61,1295,2017,2,48,16,3,24,12,48,0.19,,,,hairclips,forties,,fabric
60,1295,2017,3,61,12,5,24,1,48,0.19,,,,hairclips,forties,,fabric
12,1295,2017,4,60,15,4,24,12,61,0.19,,,,hairclips,forties,,fabric
60,1295,2017,5,12,12,1,12,12,60,0.19,,,,hairclips,forties,,fabric
24,1295,2017,6,60,20,3,36,12,12,0.19,,,,hairclips,forties,,fabric
96,1295,2017,7,24,12,2,12,12,60,0.19,,,,hairclips,forties,,fabric
36,1295,2017,8,96,19,5,36,12,24,0.19,,,,hairclips,forties,,fabric
121,1295,2017,9,36,18,2,24,12,96,0.19,,,,hairclips,forties,,fabric
60,1295,2017,10,121,15,8,25,12,36,0.19,,,,hairclips,forties,,fabric
7,1296,2017,1,1,1,1,1,1,3,5.95,,,birds-vintage,mobile,,,
11,1296,2017,2,7,2,3,3,1,1,5.95,,,birds-vintage,mobile,,,
16,1296,2017,3,11,3,3,5,3,7,5.95,,,birds-vintage,mobile,,,
